"ikey";"Location";"Source";"Dating";"Language";"ID";"uncertain_dating";"DAT_min";"DAT_max"
"PH279255";"Chalcedon";"IK Kalchedon 26";NA;"Greek";"I_239";FALSE;NA;NA
"PH279258";"Chalcedon";"IK Kalchedon 32";NA;"Greek";"I_240";FALSE;NA;NA
"PH279259";"Chalcedon";"IK Kalchedon 33";NA;"Greek";"I_241";FALSE;NA;NA
"PH279260";"Chalcedon";"IK Kalchedon 34";NA;"Greek";"I_242";FALSE;NA;NA
"PH279230";"Chalcedon";"IK Kalchedon 4";NA;"Greek";"I_243";FALSE;NA;NA
"PH279268";"Chalcedon";"IK Kalchedon 42";NA;"Greek";"I_244";FALSE;NA;NA
"PH279269";"Chalcedon";"IK Kalchedon 43";NA;"Greek";"I_245";FALSE;NA;NA
"PH279271";"Chalcedon";"IK Kalchedon 45";NA;"Greek";"I_246";FALSE;NA;NA
"PH279272";"Chalcedon";"IK Kalchedon 46";NA;"Greek";"I_247";FALSE;NA;NA
"PH279277";"Chalcedon";"IK Kalchedon 51";NA;"Greek";"I_248";FALSE;NA;NA
"PH279278";"Chalcedon";"IK Kalchedon 52";NA;"Greek";"I_249";FALSE;NA;NA
"PH279279";"Chalcedon";"IK Kalchedon 53";NA;"Greek";"I_250";FALSE;NA;NA
"PH279285";"Chalcedon";"IK Kalchedon 59";NA;"Greek";"I_251";FALSE;NA;NA
"PH279286";"Chalcedon";"IK Kalchedon 60";NA;"Greek";"I_252";FALSE;NA;NA
"PH279287";"Chalcedon";"IK Kalchedon 61";NA;"Greek";"I_253";FALSE;NA;NA
"PH279288";"Chalcedon";"IK Kalchedon 62";NA;"Greek";"I_254";FALSE;NA;NA
"PH279289";"Chalcedon";"IK Kalchedon 63";NA;"Greek";"I_255";FALSE;NA;NA
"PH279290";"Chalcedon";"IK Kalchedon 64";NA;"Greek";"I_256";FALSE;NA;NA
"PH279291";"Chalcedon";"IK Kalchedon 65";NA;"Greek";"I_257";FALSE;NA;NA
"PH279292";"Chalcedon";"IK Kalchedon 66";NA;"Greek";"I_258";FALSE;NA;NA
"PH279293";"Chalcedon";"IK Kalchedon 67";NA;"Greek";"I_259";FALSE;NA;NA
"PH279294";"Chalcedon";"IK Kalchedon 68";NA;"Greek";"I_260";FALSE;NA;NA
"PH279296";"Chalcedon";"IK Kalchedon 70";NA;"Greek";"I_261";FALSE;NA;NA
"PH279297";"Chalcedon";"IK Kalchedon 71";NA;"Greek";"I_262";FALSE;NA;NA
"PH279298";"Chalcedon";"IK Kalchedon 72";NA;"Greek";"I_263";FALSE;NA;NA
"PH279299";"Chalcedon";"IK Kalchedon 73";NA;"Greek";"I_264";FALSE;NA;NA
"PH279300";"Chalcedon";"IK Kalchedon 74";NA;"Greek";"I_265";FALSE;NA;NA
"PH279301";"Chalcedon";"IK Kalchedon 75";NA;"Greek";"I_266";FALSE;NA;NA
"PH279302";"Chalcedon";"IK Kalchedon 76";NA;"Greek";"I_267";FALSE;NA;NA
"PH279303";"Chalcedon";"IK Kalchedon 77";NA;"Greek";"I_268";FALSE;NA;NA
"PH279305";"Chalcedon";"IK Kalchedon 79";NA;"Greek";"I_269";FALSE;NA;NA
"PH279234";"Chalcedon";"IK Kalchedon 8";NA;"Greek";"I_270";FALSE;NA;NA
"PH279306";"Chalcedon";"IK Kalchedon 80";NA;"Greek";"I_271";FALSE;NA;NA
"PH279308";"Chalcedon";"IK Kalchedon 82";NA;"Greek";"I_272";FALSE;NA;NA
"PH279309";"Chalcedon";"IK Kalchedon 83";NA;"Greek";"I_273";FALSE;NA;NA
"PH279310";"Chalcedon";"IK Kalchedon 84";NA;"Greek";"I_274";FALSE;NA;NA
"PH279311";"Chalcedon";"IK Kalchedon 85";NA;"Greek";"I_275";FALSE;NA;NA
"PH279312";"Chalcedon";"IK Kalchedon 86";NA;"Greek";"I_276";FALSE;NA;NA
"PH279313";"Chalcedon";"IK Kalchedon 87";NA;"Greek";"I_277";FALSE;NA;NA
"PH279314";"Chalcedon";"IK Kalchedon 88";NA;"Greek";"I_278";FALSE;NA;NA
"PH279315";"Chalcedon";"IK Kalchedon 89";NA;"Greek";"I_279";FALSE;NA;NA
"PH279235";"Chalcedon";"IK Kalchedon 9";NA;"Greek";"I_280";FALSE;NA;NA
"PH279316";"Chalcedon";"IK Kalchedon 90";NA;"Greek";"I_281";FALSE;NA;NA
"PH279317";"Chalcedon";"IK Kalchedon 91";NA;"Greek";"I_282";FALSE;NA;NA
"PH279318";"Chalcedon";"IK Kalchedon 92";NA;"Greek";"I_283";FALSE;NA;NA
"PH279319";"Chalcedon";"IK Kalchedon 93";NA;"Greek";"I_284";FALSE;NA;NA
"PH279320";"Chalcedon";"IK Kalchedon 94";NA;"Greek";"I_285";FALSE;NA;NA
"PH279321";"Chalcedon";"IK Kalchedon 95";NA;"Greek";"I_286";FALSE;NA;NA
"PH279322";"Chalcedon";"IK Kalchedon 96";NA;"Greek";"I_287";FALSE;NA;NA
"PH279323";"Chalcedon";"IK Kalchedon 97";NA;"Greek";"I_288";FALSE;NA;NA
"PH279324";"Chalcedon";"IK Kalchedon 98";NA;"Greek";"I_289";FALSE;NA;NA
"PH279325";"Chalcedon";"IK Kalchedon 99";NA;"Greek";"I_290";FALSE;NA;NA
"PH279363";"Chalcedon";"IK Kalchedon p90";NA;"Latin";"I_291";FALSE;NA;NA
"PH279808";"Chalcedon";"SEG 31: 1062";NA;"Greek";"I_292";FALSE;NA;NA
"PH279824";"Chalcedon";"SEG 35: 1301";NA;"Greek";"I_293";FALSE;NA;NA
"PH279830";"Chalcedon";"SEG 36: 1144";NA;"Greek";"I_294";FALSE;NA;NA
"PH279849";"Chalcedon";"SEG 37: 1024";NA;"Greek";"I_295";FALSE;NA;NA
"PH279850";"Chalcedon";"SEG 37: 1026";NA;"Greek";"I_296";FALSE;NA;NA
"PH279851";"Chalcedon";"SEG 37: 1027";NA;"Greek";"I_297";FALSE;NA;NA
"PH279852";"Chalcedon";"SEG 37: 1028";NA;"Greek";"I_298";FALSE;NA;NA
"PH279854";"Chalcedon";"SEG 37: 1030";NA;"Greek";"I_299";FALSE;NA;NA
"PH279855";"Chalcedon";"SEG 37: 1031";NA;"Greek";"I_300";FALSE;NA;NA
"PH279857";"Chalcedon";"SEG 37: 1034,1";NA;"Greek";"I_301";FALSE;NA;NA
"PH279858";"Chalcedon";"SEG 37: 1034,2";NA;"Greek";"I_302";FALSE;NA;NA
"PH279859";"Chalcedon";"SEG 37: 1034,3";NA;"Greek";"I_303";FALSE;NA;NA
"PH279860";"Chalcedon";"SEG 37: 1034,4";NA;"Greek";"I_304";FALSE;NA;NA
"PH279861";"Chalcedon";"SEG 37: 1034,5";NA;"Greek";"I_305";FALSE;NA;NA
"PH279862";"Chalcedon";"SEG 37: 1035";NA;"Greek";"I_306";FALSE;NA;NA
"PH279864";"Chalcedon";"SEG 37: 1037";NA;"Greek";"I_307";FALSE;NA;NA
"PH279865";"Chalcedon";"SEG 37: 1038,1";NA;"Greek";"I_308";FALSE;NA;NA
"PH279866";"Chalcedon";"SEG 37: 1038,2";NA;"Greek";"I_309";FALSE;NA;NA
"PH279867";"Chalcedon";"SEG 37: 1038,3";NA;"Greek";"I_310";FALSE;NA;NA
"PH279868";"Chalcedon";"SEG 37: 1039";NA;"Greek";"I_311";FALSE;NA;NA
"PH279869";"Chalcedon";"SEG 37: 1041";NA;"Greek";"I_312";FALSE;NA;NA
"PH279870";"Chalcedon";"SEG 37: 1042";NA;"Greek";"I_313";FALSE;NA;NA
"PH279871";"Chalcedon";"SEG 37: 1043";NA;"Greek";"I_314";FALSE;NA;NA
"PH279872";"Chalcedon";"SEG 37: 1044";NA;"Greek";"I_315";FALSE;NA;NA
"PH279877";"Chalcedon";"SEG 37: 1049";NA;"Greek";"I_316";FALSE;NA;NA
"PH279878";"Chalcedon";"SEG 37: 1050";NA;"Greek";"I_317";FALSE;NA;NA
"PH279879";"Chalcedon";"SEG 37: 1051";NA;"Greek";"I_318";FALSE;NA;NA
"PH279880";"Chalcedon";"SEG 37: 1052,1";NA;"Greek";"I_319";FALSE;NA;NA
"PH279881";"Chalcedon";"SEG 37: 1053";NA;"Greek";"I_320";FALSE;NA;NA
"PH279882";"Chalcedon";"SEG 37: 1054,4";NA;"Greek";"I_321";FALSE;NA;NA
"PH279883";"Chalcedon";"SEG 37: 1054,5";NA;"Greek";"I_322";FALSE;NA;NA
"PH279885";"Chalcedon";"SEG 37: 1056";NA;"Greek";"I_323";FALSE;NA;NA
"PH279886";"Chalcedon";"SEG 37: 1057";NA;"Greek";"I_324";FALSE;NA;NA
"PH279887";"Chalcedon";"SEG 37: 1058";NA;"Greek";"I_325";FALSE;NA;NA
"PH279888";"Chalcedon";"SEG 37: 1059";NA;"Greek";"I_326";FALSE;NA;NA
"PH279889";"Chalcedon";"SEG 37: 1060";NA;"Greek";"I_327";FALSE;NA;NA
"PH279890";"Chalcedon";"SEG 37: 1061";NA;"Greek";"I_328";FALSE;NA;NA
"PH279892";"Chalcedon";"SEG 37: 1064";NA;"Greek";"I_329";FALSE;NA;NA
"PH279894";"Chalcedon";"SEG 37: 1066";NA;"Greek";"I_330";FALSE;NA;NA
"PH279896";"Chalcedon";"SEG 37: 1068";NA;"Greek";"I_331";FALSE;NA;NA
NA;"Claudiopolis";"SEG 51: 1708";"Roman Imperial period";"Greek";"I_332";FALSE;-31;395
NA;"Claudiopolis";"SEG 58: 1431";"Roman Imperial period";"Greek";"I_333";FALSE;-31;395
NA;"Claudiopolis";"SEG 58: 1432";"Roman Imperial period";"Greek";"I_334";FALSE;-31;395
"PH279380";"Claudiopolis";"IK Klaudiu Polis 16";"Roman Imp. period";"Greek";"I_335";FALSE;-31;395
"PH279836";"Claudiopolis";"SEG 36: 1151,1";"Roman Imp. period";"Greek";"I_336";FALSE;-31;395
"PH279837";"Claudiopolis";"SEG 36: 1151,2";"Roman Imp. period";"Greek";"I_337";FALSE;-31;395
NA;"Claudiopolis";"SEG 58: 1425";NA;"Greek";"I_338";FALSE;NA;NA
NA;"Claudiopolis";"SEG 58: 1428";NA;"Greek";"I_339";FALSE;NA;NA
NA;"Claudiopolis";"SEG 58: 1435";NA;"Greek";"I_340";FALSE;NA;NA
NA;"Claudiopolis";"SEG 58: 1436";NA;"Greek";"I_341";FALSE;NA;NA
"PH279420";"Claudiopolis";"IK Klaudiu Polis 59";"middle 2nd c. AD";"Greek";"I_342";FALSE;140;160
"PH279408";"Claudiopolis";"IK Klaudiu Polis 44";"end of the 3rd c. AD";"Greek";"I_343";FALSE;280;299
NA;"Claudiopolis";"SEG 58: 1418";"end of the 2nd century AD";"Greek";"I_344";FALSE;180;199
NA;"Claudiopolis";"SEG 58: 1442";"Christian";"Greek";"I_345";FALSE;300;799
NA;"Claudiopolis";"SEG 58: 1443";"Christian";"Greek";"I_346";FALSE;300;799
NA;"Claudiopolis";"SEG 58: 1444";"Christian";"Greek";"I_347";FALSE;300;799
"PH279417";"Claudiopolis";"IK Klaudiu Polis 56";"ca. 130 AD";"Greek";"I_348";FALSE;120;140
"PH279371";"Claudiopolis";"IK Klaudiu Polis 7";"ca. 130 AD";"Greek";"I_349";FALSE;120;140
NA;"Claudiopolis";"SEG 58: 1419";"Antonine or Severan";"Greek";"I_350";FALSE;96;235
NA;"Claudiopolis";"SEG 58: 1427";"Antonine or Severan";"Greek";"I_351";FALSE;96;235
NA;"Claudiopolis";"SEG 58: 1421";"AD 79 - 81";"Greek";"I_352";FALSE;79;81
NA;"Claudiopolis";"AE 2007, 1323; SEG 57: 1272";"AD 150 - 190";"Greek";"I_353";FALSE;150;190
NA;"Claudiopolis";"SEG 58: 1416";"AD 130 - 138";"Greek";"I_354";FALSE;130;138
NA;"Claudiopolis";"SEG 58: 1420";"AD 130 - 138";"Greek";"I_355";FALSE;130;138
NA;"Claudiopolis";"SEG 58: 1417";"AD 117 - 138";"Greek";"I_356";FALSE;117;138
NA;"Claudiopolis";"SEG 58: 1441";"6th - 8th century AD";"Greek";"I_357";FALSE;500;799
NA;"Claudiopolis";"SEG 58: 1423";"3rd century AD";"Greek";"I_358";FALSE;200;299
NA;"Claudiopolis";"SEG 58: 1424";"3rd century AD";"Greek";"I_359";FALSE;200;299
"PH279731";"Claudiopolis";"DenkschrWien 75,1, 40, 79";"3rd c. AD";"Greek";"I_360";FALSE;200;299
"PH279733";"Claudiopolis";"DenkschrWien 75,1, 53, 135";"3rd c. AD";"Greek";"I_361";FALSE;200;299
"PH279734";"Claudiopolis";"DenkschrWien 75,1, 54, 136";"3rd c. AD";"Greek";"I_362";FALSE;200;299
"PH279736";"Claudiopolis";"DenkschrWien 75,1, 54, 138";"3rd c. AD";"Greek";"I_363";FALSE;200;299
"PH279506";"Claudiopolis";"IK Klaudiu Polis 144";"3rd c. AD";"Greek";"I_364";FALSE;200;299
"PH279373";"Claudiopolis";"IK Klaudiu Polis 9";"3rd – 4th c. AD";"Greek";"I_365";FALSE;200;399
NA;"Claudiopolis";"SEG 58: 1429";"2nd/early 3rd century AD";"Greek";"I_366";FALSE;100;220
NA;"Claudiopolis";"SEG 60: 1336";"2nd/early 3rd century AD";"Greek";"I_367";FALSE;100;220
NA;"Claudiopolis";"SEG 58: 1426";"2nd/3rd century AD";"Greek";"I_368";FALSE;100;299
NA;"Claudiopolis";"SEG 58: 1437";"2nd/3rd century AD";"Greek";"I_369";FALSE;100;299
NA;"Claudiopolis";"SEG 58: 1434";"2nd century AD";"Greek";"I_370";FALSE;100;199
"PH279917";"Claudiopolis";"SEG 39: 1339";"2nd c. AD";"Greek";"I_371";TRUE;100;199
"PH279432";"Claudiopolis";"IK Klaudiu Polis 71";"2nd c. AD";"Greek";"I_372";FALSE;100;199
"PH279918";"Claudiopolis";"SEG 39: 1340";"2nd c. AD";"Greek";"I_373";FALSE;100;199
NA;"Claudiopolis";"SEG 58: 1422";"2nd - 3rd century AD";"Greek";"I_374";FALSE;100;299
"PH279732";"Claudiopolis";"DenkschrWien 75,1, 42, 86";"293–305 AD";"Latin";"I_375";FALSE;293;305
"HD002091";"Claudiopolis";"AE 1984, 0825;                       EpigrAnat 4, 151–156; Pl. 15/16";"284–324 AD";"Latin";"I_376";FALSE;284;324
"PH279416";"Claudiopolis";"IK Klaudiu Polis 55";"249–251 AD";"Latin";"I_377";FALSE;249;251
"PH279367";"Claudiopolis";"IK Klaudiu Polis 3";"235–313 AD";"Latin";"I_378";FALSE;235;313
"PH279415";"Claudiopolis";"IK Klaudiu Polis 54";"218 AD";"Latin";"I_379";FALSE;218;218
"PH279714";"Claudiopolis";"BCH 24, 426, 141";"210–211 AD";"Greek";"I_380";FALSE;210;211
"PH279431";"Claudiopolis";"IK Klaudiu Polis 70";"1st c. AD";"Greek";"I_381";FALSE;0;99
"HD043638";"Claudiopolis";"AE 2002, 1350";"198 AD";"Greek";"I_382";FALSE;198;198
"PH279423";"Claudiopolis";"IK Klaudiu Polis 62";"145 or 204 AD";"Greek";"I_383";TRUE;145;204
"PH279413";"Claudiopolis";"IK Klaudiu Polis 52";"134 AD";"Greek";"I_384";FALSE;134;134
"PH279414";"Claudiopolis";"IK Klaudiu Polis 53";"134 AD";"Greek";"I_385";FALSE;134;134
"PH279412";"Claudiopolis";"IK Klaudiu Polis 51";"131 AD";"Greek";"I_386";FALSE;131;131
"PH279366";"Claudiopolis";"IK Klaudiu Polis 2";"117–138 AD";"Greek";"I_387";TRUE;117;138
"PH279364";"Claudiopolis";"IK Klaudiu Polis 1,A";"117–138 AD";"Greek";"I_388";FALSE;117;138
"PH279365";"Claudiopolis";"IK Klaudiu Polis 1,B";"117–138 AD";"Greek";"I_389";FALSE;117;138
NA;"Claudiopolis";"AE 1999, 1503";NA;"Greek";"I_390";FALSE;NA;NA
"PH279711";"Claudiopolis";"BCH 24, 418, 118";NA;"Greek";"I_391";FALSE;NA;NA
"PH279712";"Claudiopolis";"BCH 24, 422, 133";NA;"Greek";"I_392";FALSE;NA;NA
"PH279713";"Claudiopolis";"BCH 24, 422, 134";NA;"Greek";"I_393";FALSE;NA;NA
"PH279715";"Claudiopolis";"BCH 24, 426, 142";NA;"Greek";"I_394";FALSE;NA;NA
"PH279716";"Claudiopolis";"BCH 24, 426, 143";NA;"Greek";"I_395";FALSE;NA;NA
"PH279717";"Claudiopolis";"BCH 27, 323, 22";NA;"Greek";"I_396";FALSE;NA;NA
"PH279718";"Claudiopolis";"BCH 27, 323, 25";NA;"Greek";"I_397";FALSE;NA;NA
"PH279719";"Claudiopolis";"BCH 27, 323, 26";NA;"Greek";"I_398";FALSE;NA;NA
"PH279720";"Claudiopolis";"BCH 27, 324, 27";NA;"Greek";"I_399";FALSE;NA;NA
"PH279735";"Claudiopolis";"DenkschrWien 75,1, 54, 137";NA;"Greek";"I_400";FALSE;NA;NA
"PH279737";"Claudiopolis";"DenkschrWien 75,1, 54, 139";NA;"Greek";"I_401";FALSE;NA;NA
"PH279738";"Claudiopolis";"DenkschrWien 75,1, 54, 140";NA;"Latin";"I_402";FALSE;NA;NA
"PH279739";"Claudiopolis";"DenkschrWien 75,1, 55, 141";NA;"Greek";"I_403";FALSE;NA;NA
"PH279740";"Claudiopolis";"DenkschrWien 75,1, 55, 142";NA;"Greek";"I_404";FALSE;NA;NA
"PH279741";"Claudiopolis";"DenkschrWien 75,1, 55, 143";NA;"Greek";"I_405";FALSE;NA;NA
"PH279742";"Claudiopolis";"DenkschrWien 75,1, 55, 144";NA;"Greek";"I_406";FALSE;NA;NA
"PH279743";"Claudiopolis";"DenkschrWien 75,1, 56, 145";NA;"Greek";"I_407";FALSE;NA;NA
"PH279744";"Claudiopolis";"DenkschrWien 75,1, 56, 146";NA;"Greek";"I_408";FALSE;NA;NA
"PH279745";"Claudiopolis";"DenkschrWien 75,1, 56, 147";NA;"Greek";"I_409";FALSE;NA;NA
"PH279746";"Claudiopolis";"DenkschrWien 75,1, 56, 148";NA;"Greek";"I_410";FALSE;NA;NA
"PH279747";"Claudiopolis";"DenkschrWien 75,1, 57, 149";NA;"Greek";"I_411";FALSE;NA;NA
"PH279748";"Claudiopolis";"DenkschrWien 75,1, 57, 150";NA;"Greek";"I_412";FALSE;NA;NA
"PH279749";"Claudiopolis";"DenkschrWien 75,1, 57, 151";NA;"Greek";"I_413";FALSE;NA;NA
"PH279750";"Claudiopolis";"DenkschrWien 75,1, 57, 152";NA;"Greek";"I_414";FALSE;NA;NA
"PH279751";"Claudiopolis";"DenkschrWien 75,1, 58, 153";NA;"Greek";"I_415";FALSE;NA;NA
"PH279752";"Claudiopolis";"DenkschrWien 75,1, 58, 154";NA;"Greek";"I_416";FALSE;NA;NA
"PH279753";"Claudiopolis";"DenkschrWien 75,1, 58, 156";NA;"Greek";"I_417";FALSE;NA;NA
"PH279754";"Claudiopolis";"DenkschrWien 75,1, 59, 157";NA;"Greek";"I_418";FALSE;NA;NA
"PH279755";"Claudiopolis";"DenkschrWien 75,1, 59, 158";NA;"Greek";"I_419";FALSE;NA;NA
NA;"Claudiopolis";"CIL III: 347; CIL III: 6996";NA;"Greek/Latin";"I_420";FALSE;NA;NA
"PH279374";"Claudiopolis";"IK Klaudiu Polis 10";NA;"Greek";"I_421";FALSE;NA;NA
"PH279461";"Claudiopolis";"IK Klaudiu Polis 100";NA;"Greek";"I_422";FALSE;NA;NA
"PH279462";"Claudiopolis";"IK Klaudiu Polis 101";NA;"Greek";"I_423";FALSE;NA;NA
"PH279463";"Claudiopolis";"IK Klaudiu Polis 102";NA;"Greek";"I_424";FALSE;NA;NA
"PH279464";"Claudiopolis";"IK Klaudiu Polis 103";NA;"Greek";"I_425";FALSE;NA;NA
"PH279465";"Claudiopolis";"IK Klaudiu Polis 104";NA;"Greek";"I_426";FALSE;NA;NA
"PH279466";"Claudiopolis";"IK Klaudiu Polis 105";NA;"Greek";"I_427";FALSE;NA;NA
"PH279467";"Claudiopolis";"IK Klaudiu Polis 106";NA;"Greek";"I_428";FALSE;NA;NA
"PH279468";"Claudiopolis";"IK Klaudiu Polis 107";NA;"Greek";"I_429";FALSE;NA;NA
"PH279469";"Claudiopolis";"IK Klaudiu Polis 108";NA;"Greek";"I_430";FALSE;NA;NA
"PH279470";"Claudiopolis";"IK Klaudiu Polis 109";NA;"Greek";"I_431";FALSE;NA;NA
"PH279375";"Claudiopolis";"IK Klaudiu Polis 11";NA;"Latin";"I_432";FALSE;NA;NA
"PH279471";"Claudiopolis";"IK Klaudiu Polis 110";NA;"Greek";"I_433";FALSE;NA;NA
"PH279472";"Claudiopolis";"IK Klaudiu Polis 111";NA;"Greek";"I_434";FALSE;NA;NA
"PH279473";"Claudiopolis";"IK Klaudiu Polis 112";NA;"Greek";"I_435";FALSE;NA;NA
"PH279474";"Claudiopolis";"IK Klaudiu Polis 113";NA;"Greek";"I_436";FALSE;NA;NA
"PH279475";"Claudiopolis";"IK Klaudiu Polis 114";NA;"Greek";"I_437";FALSE;NA;NA
"PH279476";"Claudiopolis";"IK Klaudiu Polis 115";NA;"Greek";"I_438";FALSE;NA;NA
"PH279477";"Claudiopolis";"IK Klaudiu Polis 116";NA;"Greek";"I_439";FALSE;NA;NA
"PH279478";"Claudiopolis";"IK Klaudiu Polis 117";NA;"Greek";"I_440";FALSE;NA;NA
"PH279479";"Claudiopolis";"IK Klaudiu Polis 118";NA;"Greek";"I_441";FALSE;NA;NA
"PH279480";"Claudiopolis";"IK Klaudiu Polis 119";NA;"Greek";"I_442";FALSE;NA;NA
"PH279376";"Claudiopolis";"IK Klaudiu Polis 12";NA;"Greek";"I_443";FALSE;NA;NA
"PH279481";"Claudiopolis";"IK Klaudiu Polis 120";NA;"Greek";"I_444";FALSE;NA;NA
"PH279482";"Claudiopolis";"IK Klaudiu Polis 121";NA;"Greek";"I_445";FALSE;NA;NA
"PH279483";"Claudiopolis";"IK Klaudiu Polis 122";NA;"Greek";"I_446";FALSE;NA;NA
"PH279484";"Claudiopolis";"IK Klaudiu Polis 123";NA;"Greek";"I_447";FALSE;NA;NA
"PH279485";"Claudiopolis";"IK Klaudiu Polis 124";NA;"Greek";"I_448";FALSE;NA;NA
"PH279486";"Claudiopolis";"IK Klaudiu Polis 125";NA;"Greek";"I_449";FALSE;NA;NA
"PH279487";"Claudiopolis";"IK Klaudiu Polis 126";NA;"Greek";"I_450";FALSE;NA;NA
"PH279488";"Claudiopolis";"IK Klaudiu Polis 127";NA;"Greek";"I_451";FALSE;NA;NA
"PH279489";"Claudiopolis";"IK Klaudiu Polis 128";NA;"Greek";"I_452";FALSE;NA;NA
"PH279490";"Claudiopolis";"IK Klaudiu Polis 129";NA;"Greek";"I_453";FALSE;NA;NA
"PH279377";"Claudiopolis";"IK Klaudiu Polis 13";NA;"Greek";"I_454";FALSE;NA;NA
"PH279491";"Claudiopolis";"IK Klaudiu Polis 130";NA;"Greek";"I_455";FALSE;NA;NA
"PH279492";"Claudiopolis";"IK Klaudiu Polis 131";NA;"Greek";"I_456";FALSE;NA;NA
"PH279493";"Claudiopolis";"IK Klaudiu Polis 132";NA;"Greek";"I_457";FALSE;NA;NA
"PH279494";"Claudiopolis";"IK Klaudiu Polis 133";NA;"Greek";"I_458";FALSE;NA;NA
"PH279495";"Claudiopolis";"IK Klaudiu Polis 134";NA;"Greek";"I_459";FALSE;NA;NA
"PH279496";"Claudiopolis";"IK Klaudiu Polis 135";NA;"Greek";"I_460";FALSE;NA;NA
"PH279497";"Claudiopolis";"IK Klaudiu Polis 136";NA;"Greek";"I_461";FALSE;NA;NA
"PH279498";"Claudiopolis";"IK Klaudiu Polis 137,a";NA;"Greek";"I_462";FALSE;NA;NA
"PH279499";"Claudiopolis";"IK Klaudiu Polis 137,b";NA;"Greek";"I_463";FALSE;NA;NA
"PH279500";"Claudiopolis";"IK Klaudiu Polis 138";NA;"Greek";"I_464";FALSE;NA;NA
"PH279501";"Claudiopolis";"IK Klaudiu Polis 139";NA;"Greek";"I_465";FALSE;NA;NA
"PH279378";"Claudiopolis";"IK Klaudiu Polis 14";NA;"Greek";"I_466";FALSE;NA;NA
"PH279502";"Claudiopolis";"IK Klaudiu Polis 140";NA;"Greek";"I_467";FALSE;NA;NA
"PH279503";"Claudiopolis";"IK Klaudiu Polis 141";NA;"Greek";"I_468";FALSE;NA;NA
"PH279504";"Claudiopolis";"IK Klaudiu Polis 142";NA;"Greek";"I_469";FALSE;NA;NA
"PH279505";"Claudiopolis";"IK Klaudiu Polis 143";NA;"Greek";"I_470";FALSE;NA;NA
"PH279507";"Claudiopolis";"IK Klaudiu Polis 145";NA;"Greek";"I_471";FALSE;NA;NA
"PH279508";"Claudiopolis";"IK Klaudiu Polis 146";NA;"Greek";"I_472";FALSE;NA;NA
"PH279509";"Claudiopolis";"IK Klaudiu Polis 147";NA;"Greek";"I_473";FALSE;NA;NA
"PH279510";"Claudiopolis";"IK Klaudiu Polis 148";NA;"Greek";"I_474";FALSE;NA;NA
"PH279511";"Claudiopolis";"IK Klaudiu Polis 149";NA;"Greek";"I_475";FALSE;NA;NA
"PH279379";"Claudiopolis";"IK Klaudiu Polis 15";NA;"Greek";"I_476";FALSE;NA;NA
"PH279512";"Claudiopolis";"IK Klaudiu Polis 150";NA;"Greek";"I_477";FALSE;NA;NA
"PH279513";"Claudiopolis";"IK Klaudiu Polis 151";NA;"Greek";"I_478";FALSE;NA;NA
"PH279514";"Claudiopolis";"IK Klaudiu Polis 152";NA;"Greek";"I_479";FALSE;NA;NA
"PH279515";"Claudiopolis";"IK Klaudiu Polis 153";NA;"Greek";"I_480";FALSE;NA;NA
"PH279516";"Claudiopolis";"IK Klaudiu Polis 154";NA;"Greek";"I_481";FALSE;NA;NA
"PH279517";"Claudiopolis";"IK Klaudiu Polis 155";NA;"Greek";"I_482";FALSE;NA;NA
"PH279518";"Claudiopolis";"IK Klaudiu Polis 156";NA;"Greek";"I_483";FALSE;NA;NA
"PH279519";"Claudiopolis";"IK Klaudiu Polis 157";NA;"Greek";"I_484";FALSE;NA;NA
"PH279520";"Claudiopolis";"IK Klaudiu Polis 158";NA;"Greek";"I_485";FALSE;NA;NA
"PH279521";"Claudiopolis";"IK Klaudiu Polis 159";NA;"Greek";"I_486";FALSE;NA;NA
"PH279522";"Claudiopolis";"IK Klaudiu Polis 160";NA;"Greek";"I_487";FALSE;NA;NA
"PH279523";"Claudiopolis";"IK Klaudiu Polis 161";NA;"Greek";"I_488";FALSE;NA;NA
"PH279524";"Claudiopolis";"IK Klaudiu Polis 162";NA;"Greek";"I_489";FALSE;NA;NA
"PH279525";"Claudiopolis";"IK Klaudiu Polis 163";NA;"Greek";"I_490";FALSE;NA;NA
"PH279526";"Claudiopolis";"IK Klaudiu Polis 164";NA;"Greek";"I_491";FALSE;NA;NA
"PH279527";"Claudiopolis";"IK Klaudiu Polis 165";NA;"Greek";"I_492";FALSE;NA;NA
"PH279528";"Claudiopolis";"IK Klaudiu Polis 166";NA;"Latin";"I_493";FALSE;NA;NA
"PH279529";"Claudiopolis";"IK Klaudiu Polis 167";NA;"Greek";"I_494";FALSE;NA;NA
"PH279530";"Claudiopolis";"IK Klaudiu Polis 168";NA;"Greek";"I_495";FALSE;NA;NA
"PH279531";"Claudiopolis";"IK Klaudiu Polis 169";NA;"Greek";"I_496";FALSE;NA;NA
"PH279381";"Claudiopolis";"IK Klaudiu Polis 17";NA;"Greek";"I_497";FALSE;NA;NA
"PH279532";"Claudiopolis";"IK Klaudiu Polis 170";NA;"Greek";"I_498";FALSE;NA;NA
"PH279533";"Claudiopolis";"IK Klaudiu Polis 171";NA;"Greek";"I_499";FALSE;NA;NA
"PH279534";"Claudiopolis";"IK Klaudiu Polis 172";NA;"Greek";"I_500";FALSE;NA;NA
