ikey	Location	Source	Chronological Frame	Language
PH278891	Nicomedia	TAM IV,1, 70	---	Greek
PH278892	Nicomedia	TAM IV,1, 71	---	Greek
PH278893	Nicomedia	TAM IV,1, 72	---	Greek
PH278895	Nicomedia	TAM IV,1, 74	---	Greek
PH278896	Nicomedia	TAM IV,1, 75	---	Greek
PH278897	Nicomedia	TAM IV,1, 76	---	Greek
PH278898	Nicomedia	TAM IV,1, 77	---	Greek
PH278828	Nicomedia	TAM IV,1, 8	---	Greek
PH278901	Nicomedia	TAM IV,1, 80	---	Greek
PH278902	Nicomedia	TAM IV,1, 81	---	Greek
PH278904	Nicomedia	TAM IV,1, 83	---	Greek
PH278905	Nicomedia	TAM IV,1, 84	---	Greek
PH278906	Nicomedia	TAM IV,1, 85	---	Greek
PH278907	Nicomedia	TAM IV,1, 86	---	Greek
PH278909	Nicomedia	TAM IV,1, 88	---	Greek
PH278829	Nicomedia	TAM IV,1, 9	---	Greek
PH278911	Nicomedia	TAM IV,1, 90	---	Greek
PH278912	Nicomedia	TAM IV,1, 91	---	Greek
PH278913	Nicomedia	TAM IV,1, 92	---	Greek
PH278914	Nicomedia	TAM IV,1, 93	---	Greek
PH278915	Nicomedia	TAM IV,1, 94	---	Greek
PH278916	Nicomedia	TAM IV,1, 95	---	Greek
PH278917	Nicomedia	TAM IV,1, 96	---	Greek
PH278918	Nicomedia	TAM IV,1, 97	---	Greek
PH278920	Nicomedia	TAM IV,1, 99	---	Greek
PH279780	Nicomedia (Dakibyza)	SEG 28: 1015	---	Greek
	Prusias ad Hypium	SEG 58: 1453	Roman Imperial period	Greek
	Prusias ad Hypium	SEG 58: 1454	Roman Imperial period	Greek
PH279982	Prusias ad Hypium	IK Prusias ad Hypium 43	Roman Imp. period	Greek
PH279983	Prusias ad Hypium	IK Prusias ad Hypium 44	Roman Imp. period	Greek
	Prusias ad Hypium	BE 1963, 178, 264	Roman	Greek
PH279960	Prusias ad Hypium	IK Prusias ad Hypium 21	early 3rd c. AD	Greek
PH279994	Prusias ad Hypium	IK Prusias ad Hypium 55	early 3rd c. AD	Greek
	Prusias ad Hypium	SEG 53: 1416	ca. 2nd century AD	Greek
PH280074	Prusias ad Hypium	IK Prusias ad Hypium 136	Byzantine period	Greek
PH279949	Prusias ad Hypium	IK Prusias ad Hypium 10	before 212 AD	Greek
PH279955	Prusias ad Hypium	IK Prusias ad Hypium 16	before 212 AD	Greek
PH279941	Prusias ad Hypium	IK Prusias ad Hypium 2	before 212 AD	Greek
PH279942	Prusias ad Hypium	IK Prusias ad Hypium 3	before 211 AD	Greek
PH279968	Prusias ad Hypium	IK Prusias ad Hypium 29	after 212 AD	Greek
PH279945	Prusias ad Hypium	IK Prusias ad Hypium 6	after 212 AD	Greek
PH279946	Prusias ad Hypium	IK Prusias ad Hypium 7	after 212 AD	Greek
PH279947	Prusias ad Hypium	IK Prusias ad Hypium 8	after 212 AD	Greek
PH280022	Prusias ad Hypium	IK Prusias ad Hypium 85	after 212 AD	Greek
PH279959	Prusias ad Hypium	IK Prusias ad Hypium 20	after 202 AD	Greek
PH280057	Prusias ad Hypium	IK Prusias ad Hypium 119	AD	Greek
PH280058	Prusias ad Hypium	IK Prusias ad Hypium 120	AD	Greek
PH280059	Prusias ad Hypium	IK Prusias ad Hypium 121	AD	Greek
PH280060	Prusias ad Hypium	IK Prusias ad Hypium 122	AD	Greek
PH280061	Prusias ad Hypium	IK Prusias ad Hypium 123	AD	Greek
PH280062	Prusias ad Hypium	IK Prusias ad Hypium 124	AD	Greek
PH280063	Prusias ad Hypium	IK Prusias ad Hypium 125	AD	Greek
PH280064	Prusias ad Hypium	IK Prusias ad Hypium 126	AD	Greek
PH280065	Prusias ad Hypium	IK Prusias ad Hypium 127	AD	Greek
PH280066	Prusias ad Hypium	IK Prusias ad Hypium 128	AD	Greek
PH280067	Prusias ad Hypium	IK Prusias ad Hypium 129	AD	Greek
PH280068	Prusias ad Hypium	IK Prusias ad Hypium 130	AD	Greek
PH280069	Prusias ad Hypium	IK Prusias ad Hypium 131	AD	Greek
PH280070	Prusias ad Hypium	IK Prusias ad Hypium 132	AD	Greek
PH280071	Prusias ad Hypium	IK Prusias ad Hypium 133	AD	Greek
PH280072	Prusias ad Hypium	IK Prusias ad Hypium 134	AD	Greek
PH280027	Prusias ad Hypium	IK Prusias ad Hypium 90	98–211 AD	Greek
PH279995	Prusias ad Hypium	IK Prusias ad Hypium 56	81–117 AD	Greek
PH279981	Prusias ad Hypium	IK Prusias ad Hypium 42	76–78 AD	Greek
PH280100	Prusias ad Hypium	IK Prusias ad Hypium 162	69–79? AD	Greek
PH280016	Prusias ad Hypium	IK Prusias ad Hypium 78	2nd c. AD?	Greek
PH279957	Prusias ad Hypium	IK Prusias ad Hypium 18	2nd c. AD	Greek
PH279958	Prusias ad Hypium	IK Prusias ad Hypium 19	2nd c. AD	Greek
PH279986	Prusias ad Hypium	IK Prusias ad Hypium 47	2nd c. AD	Greek
PH279980	Prusias ad Hypium	IK Prusias ad Hypium 41	244–247 AD	Greek
PH279978	Prusias ad Hypium	IK Prusias ad Hypium 39	222–235 AD	Greek
PH279979	Prusias ad Hypium	IK Prusias ad Hypium 40	222/223 AD	Greek
PH279950	Prusias ad Hypium	IK Prusias ad Hypium 11	219–221 AD	Greek
PH279951	Prusias ad Hypium	IK Prusias ad Hypium 12	219–221 AD	Greek
PH279989	Prusias ad Hypium	IK Prusias ad Hypium 50	215 AD	Greek
	Prusias ad Hypium	AE 2007, 1324                     	214–219 AD	Greek
	Prusias ad Hypium	AE 2007, 1325 	214–219 AD	Greek
PH279948	Prusias ad Hypium	IK Prusias ad Hypium 9	211 AD	Greek
PH279984	Prusias ad Hypium	IK Prusias ad Hypium 45	210 AD	Greek
PH279940	Prusias ad Hypium	IK Prusias ad Hypium 1	202–212 AD	Greek
	Prusias ad Hypium	AE 2006, 1377	193–217 AD	Greek
	Prusias ad Hypium	AE 2006, 1378	193–217 AD	Greek
PH279952	Prusias ad Hypium	IK Prusias ad Hypium 13	193–211 AD	Greek
PH279977	Prusias ad Hypium	IK Prusias ad Hypium 38	184 AD	Greek
PH279970	Prusias ad Hypium	IK Prusias ad Hypium 31	14–37 AD	Greek
PH279976	Prusias ad Hypium	IK Prusias ad Hypium 37	142 AD	Greek
PH279972	Prusias ad Hypium	IK Prusias ad Hypium 33	128–138 AD	Greek
PH279973	Prusias ad Hypium	IK Prusias ad Hypium 34	128–138 AD	Greek
PH279974	Prusias ad Hypium	IK Prusias ad Hypium 35	128–138 AD	Greek
PH279975	Prusias ad Hypium	IK Prusias ad Hypium 36	128–138 AD	Greek
PH279971	Prusias ad Hypium	IK Prusias ad Hypium 32	114 AD	Latin
PH279758	Prusias ad Hypium	CIG 8869	---	Greek
	Prusias ad Hypium	AE 1888, 44; IGR III, 70;                      ILS 8855	---	Greek
PH280037	Prusias ad Hypium	IK Prusias ad Hypium 100	---	Greek
PH280038	Prusias ad Hypium	IK Prusias ad Hypium 101	---	Latin
PH280039	Prusias ad Hypium	IK Prusias ad Hypium 102	---	Greek
PH280040	Prusias ad Hypium	IK Prusias ad Hypium 103	---	Greek
PH280041	Prusias ad Hypium	IK Prusias ad Hypium 104	---	Greek
PH280042	Prusias ad Hypium	IK Prusias ad Hypium 105	---	Greek
PH280043	Prusias ad Hypium	IK Prusias ad Hypium 106	---	Greek
PH280044	Prusias ad Hypium	IK Prusias ad Hypium 107	---	Greek
PH280045	Prusias ad Hypium	IK Prusias ad Hypium 107a	---	Greek
PH280046	Prusias ad Hypium	IK Prusias ad Hypium 108	---	Greek
PH280047	Prusias ad Hypium	IK Prusias ad Hypium 109	---	Greek
PH280048	Prusias ad Hypium	IK Prusias ad Hypium 110	---	Greek
PH280049	Prusias ad Hypium	IK Prusias ad Hypium 111	---	Greek
PH280050	Prusias ad Hypium	IK Prusias ad Hypium 112	---	Greek
PH280051	Prusias ad Hypium	IK Prusias ad Hypium 113	---	Greek
PH280052	Prusias ad Hypium	IK Prusias ad Hypium 114	---	Greek
PH280053	Prusias ad Hypium	IK Prusias ad Hypium 115	---	Greek
PH280054	Prusias ad Hypium	IK Prusias ad Hypium 116	---	Greek
PH280055	Prusias ad Hypium	IK Prusias ad Hypium 117	---	Greek
PH280056	Prusias ad Hypium	IK Prusias ad Hypium 118	---	Greek
PH280073	Prusias ad Hypium	IK Prusias ad Hypium 135	---	Greek
PH280075	Prusias ad Hypium	IK Prusias ad Hypium 137	---	Greek
PH280076	Prusias ad Hypium	IK Prusias ad Hypium 138	---	Greek
PH280077	Prusias ad Hypium	IK Prusias ad Hypium 139	---	Latin
PH279953	Prusias ad Hypium	IK Prusias ad Hypium 14	---	Greek
PH280078	Prusias ad Hypium	IK Prusias ad Hypium 140	---	Greek
PH280079	Prusias ad Hypium	IK Prusias ad Hypium 141	---	Greek
PH280080	Prusias ad Hypium	IK Prusias ad Hypium 142	---	Greek
PH280081	Prusias ad Hypium	IK Prusias ad Hypium 143	---	Greek
PH280082	Prusias ad Hypium	IK Prusias ad Hypium 144	---	Greek
PH280083	Prusias ad Hypium	IK Prusias ad Hypium 145	---	Greek
PH280084	Prusias ad Hypium	IK Prusias ad Hypium 146	---	Greek
PH280085	Prusias ad Hypium	IK Prusias ad Hypium 147	---	Greek
PH280086	Prusias ad Hypium	IK Prusias ad Hypium 148	---	Greek
PH280087	Prusias ad Hypium	IK Prusias ad Hypium 149	---	Greek
PH279954	Prusias ad Hypium	IK Prusias ad Hypium 15	---	Greek
PH280088	Prusias ad Hypium	IK Prusias ad Hypium 150	---	Greek
PH280089	Prusias ad Hypium	IK Prusias ad Hypium 151	---	Greek
PH280090	Prusias ad Hypium	IK Prusias ad Hypium 152	---	Greek
PH280091	Prusias ad Hypium	IK Prusias ad Hypium 153	---	Greek
PH280092	Prusias ad Hypium	IK Prusias ad Hypium 154	---	Latin
PH280093	Prusias ad Hypium	IK Prusias ad Hypium 155	---	Greek
PH280094	Prusias ad Hypium	IK Prusias ad Hypium 156	---	Greek
PH280095	Prusias ad Hypium	IK Prusias ad Hypium 157	---	Greek
PH280096	Prusias ad Hypium	IK Prusias ad Hypium 158	---	Greek
PH280097	Prusias ad Hypium	IK Prusias ad Hypium 159	---	Greek
PH280098	Prusias ad Hypium	IK Prusias ad Hypium 160	---	Greek
PH280099	Prusias ad Hypium	IK Prusias ad Hypium 161	---	Greek
PH280101	Prusias ad Hypium	IK Prusias ad Hypium 163	---	Greek
PH280102	Prusias ad Hypium	IK Prusias ad Hypium 164	---	Greek
PH280103	Prusias ad Hypium	IK Prusias ad Hypium 165	---	Greek
PH280104	Prusias ad Hypium	IK Prusias ad Hypium 166	---	Greek
PH280105	Prusias ad Hypium	IK Prusias ad Hypium 167	---	Greek
PH280106	Prusias ad Hypium	IK Prusias ad Hypium 168	---	Greek
PH279956	Prusias ad Hypium	IK Prusias ad Hypium 17	---	Greek
PH279961	Prusias ad Hypium	IK Prusias ad Hypium 22	---	Greek
PH279962	Prusias ad Hypium	IK Prusias ad Hypium 23	---	Greek
PH279963	Prusias ad Hypium	IK Prusias ad Hypium 24	---	Greek
PH279964	Prusias ad Hypium	IK Prusias ad Hypium 25	---	Greek
PH279965	Prusias ad Hypium	IK Prusias ad Hypium 26	---	Greek
PH279966	Prusias ad Hypium	IK Prusias ad Hypium 27	---	Greek
PH279967	Prusias ad Hypium	IK Prusias ad Hypium 28	---	Greek
PH279969	Prusias ad Hypium	IK Prusias ad Hypium 30	---	Greek
PH279943	Prusias ad Hypium	IK Prusias ad Hypium 4	---	Greek
PH279985	Prusias ad Hypium	IK Prusias ad Hypium 46	---	Greek
PH279987	Prusias ad Hypium	IK Prusias ad Hypium 48	---	Greek
PH279988	Prusias ad Hypium	IK Prusias ad Hypium 49	---	Greek
PH279944	Prusias ad Hypium	IK Prusias ad Hypium 5	---	Greek
PH279990	Prusias ad Hypium	IK Prusias ad Hypium 51	---	Greek
PH279991	Prusias ad Hypium	IK Prusias ad Hypium 52	---	Greek
PH279992	Prusias ad Hypium	IK Prusias ad Hypium 53	---	Greek
PH279993	Prusias ad Hypium	IK Prusias ad Hypium 54	---	Greek
PH279996	Prusias ad Hypium	IK Prusias ad Hypium 57	---	Greek
PH279997	Prusias ad Hypium	IK Prusias ad Hypium 58	---	Greek
PH279998	Prusias ad Hypium	IK Prusias ad Hypium 59	---	Greek
PH279999	Prusias ad Hypium	IK Prusias ad Hypium 60	---	Greek
PH280000	Prusias ad Hypium	IK Prusias ad Hypium 61	---	Greek
PH280001	Prusias ad Hypium	IK Prusias ad Hypium 62	---	Greek
PH280002	Prusias ad Hypium	IK Prusias ad Hypium 63	---	Greek
PH280003	Prusias ad Hypium	IK Prusias ad Hypium 64	---	Greek
PH280004	Prusias ad Hypium	IK Prusias ad Hypium 65	---	Greek
PH280005	Prusias ad Hypium	IK Prusias ad Hypium 67	---	Greek
PH280006	Prusias ad Hypium	IK Prusias ad Hypium 68	---	Greek
PH280007	Prusias ad Hypium	IK Prusias ad Hypium 69	---	Greek
PH280008	Prusias ad Hypium	IK Prusias ad Hypium 70	---	Greek
PH280009	Prusias ad Hypium	IK Prusias ad Hypium 71	---	Greek
PH280010	Prusias ad Hypium	IK Prusias ad Hypium 72	---	Greek
PH280011	Prusias ad Hypium	IK Prusias ad Hypium 73	---	Greek
PH280012	Prusias ad Hypium	IK Prusias ad Hypium 74	---	Greek
PH280013	Prusias ad Hypium	IK Prusias ad Hypium 75	---	Greek
PH280014	Prusias ad Hypium	IK Prusias ad Hypium 76	---	Greek
PH280015	Prusias ad Hypium	IK Prusias ad Hypium 77	---	Greek
PH280017	Prusias ad Hypium	IK Prusias ad Hypium 80	---	Greek
PH280018	Prusias ad Hypium	IK Prusias ad Hypium 81	---	Greek
PH280019	Prusias ad Hypium	IK Prusias ad Hypium 82	---	Greek
PH280020	Prusias ad Hypium	IK Prusias ad Hypium 83	---	Greek
PH280021	Prusias ad Hypium	IK Prusias ad Hypium 84	---	Greek
PH280023	Prusias ad Hypium	IK Prusias ad Hypium 86	---	Greek
PH280024	Prusias ad Hypium	IK Prusias ad Hypium 87	---	Greek
PH280025	Prusias ad Hypium	IK Prusias ad Hypium 88	---	Greek
PH280026	Prusias ad Hypium	IK Prusias ad Hypium 89	---	Greek
PH280028	Prusias ad Hypium	IK Prusias ad Hypium 91	---	Greek
PH280029	Prusias ad Hypium	IK Prusias ad Hypium 92	---	Greek
PH280030	Prusias ad Hypium	IK Prusias ad Hypium 93	---	Greek
PH280031	Prusias ad Hypium	IK Prusias ad Hypium 94	---	Greek
PH280032	Prusias ad Hypium	IK Prusias ad Hypium 95	---	Greek
PH280033	Prusias ad Hypium	IK Prusias ad Hypium 96	---	Greek
PH280034	Prusias ad Hypium	IK Prusias ad Hypium 97	---	Greek
PH280035	Prusias ad Hypium	IK Prusias ad Hypium 98	---	Greek
PH280036	Prusias ad Hypium	IK Prusias ad Hypium 99	---	Greek
	Prusias ad Hypium	ILS 8868	---	Greek
PH279916	Prusias ad Hypium	SEG 38: 1277	---	Greek
PH279925	Prusias ad Mare	SEG 41: 1094	Roman period	Greek
PH277728	Prusias ad Mare	IK Kios 49	Roman Imp. period	Greek
	Prusias ad Mare	SEG 49: 1787	---	Greek
PH277787	Prusias ad Mare	IK Kios 109	Middle Roman Imp. period	Greek
PH277716	Prusias ad Mare	IK Kios 37	mid – end of 3rd c. AD	Greek
PH277727	Prusias ad Mare	IK Kios 48	Late Roman Imp. period	Greek
PH277734	Prusias ad Mare	IK Kios 55	Late Roman Imp. period	Greek
PH277778	Prusias ad Mare	IK Kios 100	Late Roman Imp. p.	Greek
PH277701	Prusias ad Mare	IK Kios 22	Late Hellenistic/                 Early Roman imp. period	Greek
PH277700	Prusias ad Mare	IK Kios 21	Late Hellenistic/                  Early Roman imp. period	Greek
	Prusias ad Mare	SEG 44: 1003; Aderg 2 (1994) p. 119-120, no.1	Late Hellenistic	Greek
	Prusias ad Mare	SEG 44: 1004; Aderg 2 (1994) p. 120, no.2	Late Hellenistic	Greek
PH277773	Prusias ad Mare	IK Kios 95	Early/Middle Roman Imp. p.	Greek
PH277798	Prusias ad Mare	IK Kios 120	Early Byzantine period	Greek
PH277681	Prusias ad Mare	IK Kios 2	ca. 360 BC	Greek
PH279934	Prusias ad Mare	SEG 42: 1111	ca. 200 AD	Greek
	Prusias ad Mare	SEG 61: 1044	after 212 AD	Greek
PH277795	Prusias ad Mare	IK Kios 117	AD	Greek
PH277796	Prusias ad Mare	IK Kios 118	AD	Greek
PH277797	Prusias ad Mare	IK Kios 119	AD	Greek
PH277688	Prusias ad Mare	IK Kios 9	84–96 AD	Greek
PH277693	Prusias ad Mare	IK Kios 14	78 AD	Greek
PH277680	Prusias ad Mare	IK Kios 1	4th c. BC	Greek
PH277704	Prusias ad Mare	IK Kios 25	4th c. BC	Greek
PH277755	Prusias ad Mare	IK Kios 77	4th c. AD	Greek
PH277702	Prusias ad Mare	IK Kios 23	3rd c. BC	Greek
PH277785	Prusias ad Mare	IK Kios 107	3rd – 4th c. AD	Greek
	Prusias ad Mare	SEG 61: 1042	2nd/early 3rd century AD	Greek
	Prusias ad Mare	SEG 61: 1043	2nd/early 3rd century AD	Greek
PH277737	Prusias ad Mare	IK Kios 58	2nd c. BC?	Greek
PH277696	Prusias ad Mare	IK Kios 17	2nd c. BC	Greek
PH277790	Prusias ad Mare	IK Kios 112	2nd c. AD	Greek
PH277710	Prusias ad Mare	IK Kios 31	2nd c. AD	Greek
PH277724	Prusias ad Mare	IK Kios 45	2nd c. AD	Greek
PH277759	Prusias ad Mare	IK Kios 81	2nd c. AD	Greek
PH277766	Prusias ad Mare	IK Kios 88	2nd c. AD	Greek
PH279926	Prusias ad Mare	SEG 41: 1095	2nd c. AD	Greek
PH277718	Prusias ad Mare	IK Kios 39	2nd – 3rd c. AD	Greek
PH279924	Prusias ad Mare	SEG 41: 1093	2nd – 3rd c. AD	Greek
PH277686	Prusias ad Mare	IK Kios 7	286/287 AD	Greek
PH277776	Prusias ad Mare	IK Kios 98	281 or 190 BC?	Greek
HD051473	Prusias ad Mare	AE 2000, 1362	251–253 AD	Latin
PH277697	Prusias ad Mare	IK Kios 18	241 BC	Greek
PH277793	Prusias ad Mare	IK Kios 115	212–217 AD	Greek
PH277780	Prusias ad Mare	IK Kios 102	1st c. BC?	Greek
PH277698	Prusias ad Mare	IK Kios 19	1st c. BC?	Greek
PH277707	Prusias ad Mare	IK Kios 28	1st c. BC?	Greek
PH277753	Prusias ad Mare	IK Kios 75	1st c. BC	Greek
PH277758	Prusias ad Mare	IK Kios 80	1st c. AD	Greek
PH279929	Prusias ad Mare	SEG 41: 1098	1st c. AD	Greek
PH277694	Prusias ad Mare	IK Kios 15	159 AD	Greek
PH277738	Prusias ad Mare	IK Kios 59	150–100 BC	Greek
PH277706	Prusias ad Mare	IK Kios 27	138/139 AD	Greek
PH277691	Prusias ad Mare	IK Kios 12	117–138 AD	Greek
PH277692	Prusias ad Mare	IK Kios 13	117–138 AD	Greek
PH277695	Prusias ad Mare	IK Kios 16	108/109 AD	Greek
	Prusias ad Mare	AE 1998, 1287	---	Greek
PH277689	Prusias ad Mare	IK Kios 10	---	Greek
PH277779	Prusias ad Mare	IK Kios 101	---	Greek
PH277781	Prusias ad Mare	IK Kios 103	---	Greek
PH277782	Prusias ad Mare	IK Kios 104	---	Greek
PH277783	Prusias ad Mare	IK Kios 105	---	Greek
PH277784	Prusias ad Mare	IK Kios 106	---	Greek
PH277786	Prusias ad Mare	IK Kios 108	---	Greek
PH277690	Prusias ad Mare	IK Kios 11	---	Greek
PH277788	Prusias ad Mare	IK Kios 110	---	Greek
PH277789	Prusias ad Mare	IK Kios 111	---	Greek
PH277791	Prusias ad Mare	IK Kios 113	---	Greek
PH277792	Prusias ad Mare	IK Kios 114	---	Greek
PH277794	Prusias ad Mare	IK Kios 116	---	Greek
PH277699	Prusias ad Mare	IK Kios 20	---	Greek
PH277703	Prusias ad Mare	IK Kios 24	---	Greek
PH277705	Prusias ad Mare	IK Kios 26	---	Greek
PH277708	Prusias ad Mare	IK Kios 29	---	Greek
PH277682	Prusias ad Mare	IK Kios 3	---	Greek
PH277709	Prusias ad Mare	IK Kios 30	---	Greek
PH277711	Prusias ad Mare	IK Kios 32	---	Greek
PH277712	Prusias ad Mare	IK Kios 33	---	Greek
PH277713	Prusias ad Mare	IK Kios 34	---	Greek
PH277714	Prusias ad Mare	IK Kios 35	---	Greek
PH277715	Prusias ad Mare	IK Kios 36	---	Greek
PH277717	Prusias ad Mare	IK Kios 38	---	Greek
PH277683	Prusias ad Mare	IK Kios 4	---	Greek
PH277719	Prusias ad Mare	IK Kios 40	---	Greek
PH277720	Prusias ad Mare	IK Kios 41	---	Greek
PH277721	Prusias ad Mare	IK Kios 42	---	Greek
PH277722	Prusias ad Mare	IK Kios 43	---	Greek
PH277723	Prusias ad Mare	IK Kios 44	---	Greek
PH277725	Prusias ad Mare	IK Kios 46	---	Latin
PH277726	Prusias ad Mare	IK Kios 47	---	Greek
PH277684	Prusias ad Mare	IK Kios 5	---	Greek
PH277729	Prusias ad Mare	IK Kios 50	---	Greek
PH277730	Prusias ad Mare	IK Kios 51	---	Greek
PH277731	Prusias ad Mare	IK Kios 52	---	Greek
PH277732	Prusias ad Mare	IK Kios 53	---	Greek
PH277733	Prusias ad Mare	IK Kios 54	---	Greek
PH277735	Prusias ad Mare	IK Kios 56	---	Greek
PH277736	Prusias ad Mare	IK Kios 57	---	Greek
PH277685	Prusias ad Mare	IK Kios 6	---	Greek
PH277739	Prusias ad Mare	IK Kios 60	---	Greek
PH277740	Prusias ad Mare	IK Kios 61	---	Greek
PH277741	Prusias ad Mare	IK Kios 62	---	Greek
PH277742	Prusias ad Mare	IK Kios 63	---	Greek
PH277743	Prusias ad Mare	IK Kios 64	---	Greek
PH277744	Prusias ad Mare	IK Kios 65	---	Greek
PH277745	Prusias ad Mare	IK Kios 66	---	Greek
PH277746	Prusias ad Mare	IK Kios 67	---	Greek
PH277747	Prusias ad Mare	IK Kios 68	---	Greek
PH277748	Prusias ad Mare	IK Kios 69	---	Greek
PH277749	Prusias ad Mare	IK Kios 70	---	Greek
PH277750	Prusias ad Mare	IK Kios 71	---	Greek
PH277751	Prusias ad Mare	IK Kios 72	---	Greek
PH277752	Prusias ad Mare	IK Kios 73	---	Greek
PH277754	Prusias ad Mare	IK Kios 76	---	Greek
PH277756	Prusias ad Mare	IK Kios 78	---	Greek
PH277757	Prusias ad Mare	IK Kios 79	---	Greek
PH277687	Prusias ad Mare	IK Kios 8	---	Greek
PH277760	Prusias ad Mare	IK Kios 82	---	Greek
PH277761	Prusias ad Mare	IK Kios 83	---	Greek
PH277762	Prusias ad Mare	IK Kios 84	---	Greek
PH277763	Prusias ad Mare	IK Kios 85	---	Greek
PH277764	Prusias ad Mare	IK Kios 86	---	Greek
PH277765	Prusias ad Mare	IK Kios 87	---	Greek
PH277767	Prusias ad Mare	IK Kios 89	---	Greek
PH277768	Prusias ad Mare	IK Kios 90	---	Greek
PH277769	Prusias ad Mare	IK Kios 91	---	Greek
PH277770	Prusias ad Mare	IK Kios 92	---	Greek
PH277771	Prusias ad Mare	IK Kios 93	---	Greek
PH277772	Prusias ad Mare	IK Kios 94	---	Greek
PH277774	Prusias ad Mare	IK Kios 96	---	Greek
PH277775	Prusias ad Mare	IK Kios 97	---	Greek
PH277777	Prusias ad Mare	IK Kios 99	---	Greek
PH279914	Prusias ad Mare	SEG 38: 1275	---	Greek
PH279927	Prusias ad Mare	SEG 41: 1096	---	Greek
PH279928	Prusias ad Mare	SEG 41: 1097	---	Greek
	Prusias ad Mare (Keramed)	SEG 48: 1498; BCH 24, 385, 41	AD 288/289 	Greek
PH278536	Prusias ad Olympum	IK Prusa ad Olympum 45	Roman period	Greek
PH278742	Prusias ad Olympum	IK Prusa ad Olympum 1023	Roman Imp. period ?	Greek
PH278743	Prusias ad Olympum	IK Prusa ad Olympum 1024	Roman Imp. period ?	Greek
PH278750	Prusias ad Olympum	IK Prusa ad Olympum 1031	Roman Imp. period	Greek
PH278801	Prusias ad Olympum	IK Prusa ad Olympum 1082	Roman Imp. period	Greek
PH278804	Prusias ad Olympum	IK Prusa ad Olympum 1085	Roman Imp. period	Greek
PH278805	Prusias ad Olympum	IK Prusa ad Olympum 1086	Roman Imp. period	Greek
PH278811	Prusias ad Olympum	IK Prusa ad Olympum 1092	Roman Imp. period	Greek
PH278602	Prusias ad Olympum	IK Prusa ad Olympum 112	Roman Imp. period	Greek
PH278678	Prusias ad Olympum	IK Prusa ad Olympum 189	Roman Imp. period	Greek
PH278679	Prusias ad Olympum	IK Prusa ad Olympum 190	Roman Imp. period	Greek
PH278688	Prusias ad Olympum	IK Prusa ad Olympum 198	Roman Imp. period	Greek
PH278699	Prusias ad Olympum	IK Prusa ad Olympum 209	Roman Imp. period	Greek
PH278540	Prusias ad Olympum	IK Prusa ad Olympum 49	Roman Imp. period	Greek
PH278542	Prusias ad Olympum	IK Prusa ad Olympum 51	Roman Imp. period	Greek
PH278558	Prusias ad Olympum	IK Prusa ad Olympum 68	Roman Imp. period	Greek
PH278685	Prusias ad Olympum	IK Prusa ad Olympum 196	mid – end of 2nd c. AD	Greek
PH278686	Prusias ad Olympum	IK Prusa ad Olympum 196,Add	mid – end of 2nd c. AD	Greek
PH278539	Prusias ad Olympum	IK Prusa ad Olympum 48	mid – end of 2nd c. AD	Greek
PH278739	Prusias ad Olympum	IK Prusa ad Olympum 1020	Late Hellenistic/                Early Roman Imp. period	Greek
PH278724	Prusias ad Olympum	IK Prusa ad Olympum 1005	Late Hellenistic/                 Early Roman Imp. period	Greek
PH278732	Prusias ad Olympum	IK Prusa ad Olympum 1013	Late Hellenistic/                 Early Roman Imp. period	Greek
PH278740	Prusias ad Olympum	IK Prusa ad Olympum 1021	Late Hellenistic/                 Early Roman Imp. period	Greek
PH278744	Prusias ad Olympum	IK Prusa ad Olympum 1025	Late Hellenistic/                 Early Roman Imp. period	Greek
PH278752	Prusias ad Olympum	IK Prusa ad Olympum 1033	Late Hellenistic/                 Early Roman Imp. period	Greek
PH278736	Prusias ad Olympum	IK Prusa ad Olympum 1017	Late Hellenistic/                  Early Roman Imp. period	Greek
PH278747	Prusias ad Olympum	IK Prusa ad Olympum 1028	Late Hellenistic/                   Early Roman Imp. period	Greek
PH278552	Prusias ad Olympum	IK Prusa ad Olympum 62	Late Hellenistic period	Greek
	Prusias ad Olympum	SEG 60: 1356	late 3rd century AD	Greek
	Prusias ad Olympum	SEG 60: 1352	late 2nd century AD ?	Greek
	Prusias ad Olympum	SEG 60: 1353	late 2nd century AD ?	Greek
PH278599	Prusias ad Olympum	IK Prusa ad Olympum 109	late 2nd c. AD	Greek
PH278581	Prusias ad Olympum	IK Prusa ad Olympum 91	late 2nd c. AD	Greek
PH278717	Prusias ad Olympum	IK Prusa ad Olympum 227	end of the 2nd c. AD	Greek
PH278577	Prusias ad Olympum	IK Prusa ad Olympum 87	end of the 2nd c. AD	Greek
PH278533	Prusias ad Olympum	IK Prusa ad Olympum 42	end of the 2nd – 3rd c. AD	Greek
PH278726	Prusias ad Olympum	IK Prusa ad Olympum 1007	Early/Middle Roman Imp. p.	Greek
PH278748	Prusias ad Olympum	IK Prusa ad Olympum 1029	Early Roman Imp. period	Greek
PH278749	Prusias ad Olympum	IK Prusa ad Olympum 1030	Early Roman Imp. period	Greek
PH278760	Prusias ad Olympum	IK Prusa ad Olympum 1041	Early Roman Imp. period	Greek
	Prusias ad Olympum	SEG 49: 1798	early Byzantine period	Greek
PH278815	Prusias ad Olympum	IK Prusa ad Olympum 1096	Byzantine period	Greek
