"","ikey","Location","Source","Chronological.Frame","Language"
"355","","Claudiopolis","SEG 58: 1420","AD 130 - 138","Greek"
"356","","Claudiopolis","SEG 58: 1417","AD 117 - 138","Greek"
"357","","Claudiopolis","SEG 58: 1441","6th - 8th century AD","Greek"
"358","","Claudiopolis","SEG 58: 1423","3rd century AD","Greek"
"359","","Claudiopolis","SEG 58: 1424","3rd century AD","Greek"
"360","PH279731","Claudiopolis","DenkschrWien 75,1, 40, 79","3rd c. AD","Greek"
"361","PH279733","Claudiopolis","DenkschrWien 75,1, 53, 135","3rd c. AD","Greek"
"362","PH279734","Claudiopolis","DenkschrWien 75,1, 54, 136","3rd c. AD","Greek"
"363","PH279736","Claudiopolis","DenkschrWien 75,1, 54, 138","3rd c. AD","Greek"
"364","PH279506","Claudiopolis","IK Klaudiu Polis 144","3rd c. AD","Greek"
"365","PH279373","Claudiopolis","IK Klaudiu Polis 9","3rd - 4th c. AD","Greek"
"366","","Claudiopolis","SEG 58: 1429","2nd/early 3rd century AD","Greek"
"367","","Claudiopolis","SEG 60: 1336","2nd/early 3rd century AD","Greek"
"368","","Claudiopolis","SEG 58: 1426","2nd/3rd century AD","Greek"
"369","","Claudiopolis","SEG 58: 1437","2nd/3rd century AD","Greek"
"370","","Claudiopolis","SEG 58: 1434","2nd century AD","Greek"
"371","PH279917","Claudiopolis","SEG 39: 1339","2nd c. AD?","Greek"
"372","PH279432","Claudiopolis","IK Klaudiu Polis 71","2nd c. AD","Greek"
"373","PH279918","Claudiopolis","SEG 39: 1340","2nd c. AD","Greek"
"374","","Claudiopolis","SEG 58: 1422","2nd - 3rd century AD","Greek"
"375","PH279732","Claudiopolis","DenkschrWien 75,1, 42, 86","293-305 AD","Latin"
"376","HD002091","Claudiopolis","AE 1984, 0825;                       EpigrAnat 4, 151-156; Pl. 15/16","284-324 AD","Latin"
"377","PH279416","Claudiopolis","IK Klaudiu Polis 55","249-251 AD","Latin"
"378","PH279367","Claudiopolis","IK Klaudiu Polis 3","235-313 AD","Latin"
"379","PH279415","Claudiopolis","IK Klaudiu Polis 54","218 AD","Latin"
"380","PH279714","Claudiopolis","BCH 24, 426, 141","210-211 AD","Greek"
"381","PH279431","Claudiopolis","IK Klaudiu Polis 70","1st c. AD","Greek"
"382","HD043638","Claudiopolis","AE 2002, 1350","198 AD","Greek"
"383","PH279423","Claudiopolis","IK Klaudiu Polis 62","145 or 204 AD?","Greek"
"384","PH279413","Claudiopolis","IK Klaudiu Polis 52","134 AD","Greek"
"385","PH279414","Claudiopolis","IK Klaudiu Polis 53","134 AD","Greek"
"386","PH279412","Claudiopolis","IK Klaudiu Polis 51","131 AD","Greek"
"387","PH279366","Claudiopolis","IK Klaudiu Polis 2","117-138 AD?","Greek"
"388","PH279364","Claudiopolis","IK Klaudiu Polis 1,A","117-138 AD","Greek"
"389","PH279365","Claudiopolis","IK Klaudiu Polis 1,B","117-138 AD","Greek"
"390","","Claudiopolis","AE 1999, 1503","---","Greek"
"391","PH279711","Claudiopolis","BCH 24, 418, 118","---","Greek"
"392","PH279712","Claudiopolis","BCH 24, 422, 133","---","Greek"
"393","PH279713","Claudiopolis","BCH 24, 422, 134","---","Greek"
"394","PH279715","Claudiopolis","BCH 24, 426, 142","---","Greek"
"395","PH279716","Claudiopolis","BCH 24, 426, 143","---","Greek"
"396","PH279717","Claudiopolis","BCH 27, 323, 22","---","Greek"
"397","PH279718","Claudiopolis","BCH 27, 323, 25","---","Greek"
"398","PH279719","Claudiopolis","BCH 27, 323, 26","---","Greek"
"399","PH279720","Claudiopolis","BCH 27, 324, 27","---","Greek"
"400","PH279735","Claudiopolis","DenkschrWien 75,1, 54, 137","---","Greek"
"401","PH279737","Claudiopolis","DenkschrWien 75,1, 54, 139","---","Greek"
"402","PH279738","Claudiopolis","DenkschrWien 75,1, 54, 140","---","Latin"
"403","PH279739","Claudiopolis","DenkschrWien 75,1, 55, 141","---","Greek"
"404","PH279740","Claudiopolis","DenkschrWien 75,1, 55, 142","---","Greek"
"405","PH279741","Claudiopolis","DenkschrWien 75,1, 55, 143","---","Greek"
"406","PH279742","Claudiopolis","DenkschrWien 75,1, 55, 144","---","Greek"
"407","PH279743","Claudiopolis","DenkschrWien 75,1, 56, 145","---","Greek"
"408","PH279744","Claudiopolis","DenkschrWien 75,1, 56, 146","---","Greek"
"409","PH279745","Claudiopolis","DenkschrWien 75,1, 56, 147","---","Greek"
"410","PH279746","Claudiopolis","DenkschrWien 75,1, 56, 148","---","Greek"
"411","PH279747","Claudiopolis","DenkschrWien 75,1, 57, 149","---","Greek"
"412","PH279748","Claudiopolis","DenkschrWien 75,1, 57, 150","---","Greek"
"413","PH279749","Claudiopolis","DenkschrWien 75,1, 57, 151","---","Greek"
"414","PH279750","Claudiopolis","DenkschrWien 75,1, 57, 152","---","Greek"
"415","PH279751","Claudiopolis","DenkschrWien 75,1, 58, 153","---","Greek"
"416","PH279752","Claudiopolis","DenkschrWien 75,1, 58, 154","---","Greek"
"417","PH279753","Claudiopolis","DenkschrWien 75,1, 58, 156","---","Greek"
"418","PH279754","Claudiopolis","DenkschrWien 75,1, 59, 157","---","Greek"
"419","PH279755","Claudiopolis","DenkschrWien 75,1, 59, 158","---","Greek"
"420","","Claudiopolis","CIL III: 347; CIL III: 6996","---","Gr/Lat"
"421","PH279374","Claudiopolis","IK Klaudiu Polis 10","---","Greek"
"422","PH279461","Claudiopolis","IK Klaudiu Polis 100","---","Greek"
"423","PH279462","Claudiopolis","IK Klaudiu Polis 101","---","Greek"
"424","PH279463","Claudiopolis","IK Klaudiu Polis 102","---","Greek"
"425","PH279464","Claudiopolis","IK Klaudiu Polis 103","---","Greek"
"426","PH279465","Claudiopolis","IK Klaudiu Polis 104","---","Greek"
"427","PH279466","Claudiopolis","IK Klaudiu Polis 105","---","Greek"
"428","PH279467","Claudiopolis","IK Klaudiu Polis 106","---","Greek"
"429","PH279468","Claudiopolis","IK Klaudiu Polis 107","---","Greek"
"430","PH279469","Claudiopolis","IK Klaudiu Polis 108","---","Greek"
"431","PH279470","Claudiopolis","IK Klaudiu Polis 109","---","Greek"
"432","PH279375","Claudiopolis","IK Klaudiu Polis 11","---","Latin"
"433","PH279471","Claudiopolis","IK Klaudiu Polis 110","---","Greek"
"434","PH279472","Claudiopolis","IK Klaudiu Polis 111","---","Greek"
"435","PH279473","Claudiopolis","IK Klaudiu Polis 112","---","Greek"
"436","PH279474","Claudiopolis","IK Klaudiu Polis 113","---","Greek"
"437","PH279475","Claudiopolis","IK Klaudiu Polis 114","---","Greek"
"438","PH279476","Claudiopolis","IK Klaudiu Polis 115","---","Greek"
"439","PH279477","Claudiopolis","IK Klaudiu Polis 116","---","Greek"
"440","PH279478","Claudiopolis","IK Klaudiu Polis 117","---","Greek"
"441","PH279479","Claudiopolis","IK Klaudiu Polis 118","---","Greek"
"442","PH279480","Claudiopolis","IK Klaudiu Polis 119","---","Greek"
"443","PH279376","Claudiopolis","IK Klaudiu Polis 12","---","Greek"
"444","PH279481","Claudiopolis","IK Klaudiu Polis 120","---","Greek"
"445","PH279482","Claudiopolis","IK Klaudiu Polis 121","---","Greek"
"446","PH279483","Claudiopolis","IK Klaudiu Polis 122","---","Greek"
"447","PH279484","Claudiopolis","IK Klaudiu Polis 123","---","Greek"
"448","PH279485","Claudiopolis","IK Klaudiu Polis 124","---","Greek"
"449","PH279486","Claudiopolis","IK Klaudiu Polis 125","---","Greek"
"450","PH279487","Claudiopolis","IK Klaudiu Polis 126","---","Greek"
"451","PH279488","Claudiopolis","IK Klaudiu Polis 127","---","Greek"
"452","PH279489","Claudiopolis","IK Klaudiu Polis 128","---","Greek"
"453","PH279490","Claudiopolis","IK Klaudiu Polis 129","---","Greek"
"454","PH279377","Claudiopolis","IK Klaudiu Polis 13","---","Greek"
"455","PH279491","Claudiopolis","IK Klaudiu Polis 130","---","Greek"
"456","PH279492","Claudiopolis","IK Klaudiu Polis 131","---","Greek"
"457","PH279493","Claudiopolis","IK Klaudiu Polis 132","---","Greek"
"458","PH279494","Claudiopolis","IK Klaudiu Polis 133","---","Greek"
"459","PH279495","Claudiopolis","IK Klaudiu Polis 134","---","Greek"
"460","PH279496","Claudiopolis","IK Klaudiu Polis 135","---","Greek"
"461","PH279497","Claudiopolis","IK Klaudiu Polis 136","---","Greek"
"462","PH279498","Claudiopolis","IK Klaudiu Polis 137,a","---","Greek"
"463","PH279499","Claudiopolis","IK Klaudiu Polis 137,b","---","Greek"
"464","PH279500","Claudiopolis","IK Klaudiu Polis 138","---","Greek"
"465","PH279501","Claudiopolis","IK Klaudiu Polis 139","---","Greek"
"466","PH279378","Claudiopolis","IK Klaudiu Polis 14","---","Greek"
"467","PH279502","Claudiopolis","IK Klaudiu Polis 140","---","Greek"
"468","PH279503","Claudiopolis","IK Klaudiu Polis 141","---","Greek"
"469","PH279504","Claudiopolis","IK Klaudiu Polis 142","---","Greek"
"470","PH279505","Claudiopolis","IK Klaudiu Polis 143","---","Greek"
"471","PH279507","Claudiopolis","IK Klaudiu Polis 145","---","Greek"
"472","PH279508","Claudiopolis","IK Klaudiu Polis 146","---","Greek"
"473","PH279509","Claudiopolis","IK Klaudiu Polis 147","---","Greek"
"474","PH279510","Claudiopolis","IK Klaudiu Polis 148","---","Greek"
"475","PH279511","Claudiopolis","IK Klaudiu Polis 149","---","Greek"
"476","PH279379","Claudiopolis","IK Klaudiu Polis 15","---","Greek"
"477","PH279512","Claudiopolis","IK Klaudiu Polis 150","---","Greek"
"478","PH279513","Claudiopolis","IK Klaudiu Polis 151","---","Greek"
"479","PH279514","Claudiopolis","IK Klaudiu Polis 152","---","Greek"
"480","PH279515","Claudiopolis","IK Klaudiu Polis 153","---","Greek"
"481","PH279516","Claudiopolis","IK Klaudiu Polis 154","---","Greek"
"482","PH279517","Claudiopolis","IK Klaudiu Polis 155","---","Greek"
"483","PH279518","Claudiopolis","IK Klaudiu Polis 156","---","Greek"
"484","PH279519","Claudiopolis","IK Klaudiu Polis 157","---","Greek"
"485","PH279520","Claudiopolis","IK Klaudiu Polis 158","---","Greek"
"486","PH279521","Claudiopolis","IK Klaudiu Polis 159","---","Greek"
"487","PH279522","Claudiopolis","IK Klaudiu Polis 160","---","Greek"
"488","PH279523","Claudiopolis","IK Klaudiu Polis 161","---","Greek"
"489","PH279524","Claudiopolis","IK Klaudiu Polis 162","---","Greek"
"490","PH279525","Claudiopolis","IK Klaudiu Polis 163","---","Greek"
"491","PH279526","Claudiopolis","IK Klaudiu Polis 164","---","Greek"
"492","PH279527","Claudiopolis","IK Klaudiu Polis 165","---","Greek"
"493","PH279528","Claudiopolis","IK Klaudiu Polis 166","---","Latin"
"494","PH279529","Claudiopolis","IK Klaudiu Polis 167","---","Greek"
"495","PH279530","Claudiopolis","IK Klaudiu Polis 168","---","Greek"
"496","PH279531","Claudiopolis","IK Klaudiu Polis 169","---","Greek"
"497","PH279381","Claudiopolis","IK Klaudiu Polis 17","---","Greek"
"498","PH279532","Claudiopolis","IK Klaudiu Polis 170","---","Greek"
"499","PH279533","Claudiopolis","IK Klaudiu Polis 171","---","Greek"
"500","PH279534","Claudiopolis","IK Klaudiu Polis 172","---","Greek"
"501","PH279535","Claudiopolis","IK Klaudiu Polis 173","---","Greek"
"502","PH279536","Claudiopolis","IK Klaudiu Polis 174","---","Greek"
"503","PH279537","Claudiopolis","IK Klaudiu Polis 175","---","Greek"
"504","PH279538","Claudiopolis","IK Klaudiu Polis 176","---","Greek"
"505","PH279539","Claudiopolis","IK Klaudiu Polis 177","---","Greek"
"506","PH279540","Claudiopolis","IK Klaudiu Polis 178","---","Greek"
"507","PH279541","Claudiopolis","IK Klaudiu Polis 179","---","Greek"
"508","PH279382","Claudiopolis","IK Klaudiu Polis 18","---","Greek"
"509","PH279542","Claudiopolis","IK Klaudiu Polis 180","---","Greek"
"510","PH279383","Claudiopolis","IK Klaudiu Polis 19","---","Greek"
"511","PH279384","Claudiopolis","IK Klaudiu Polis 20","---","Greek"
"512","PH279385","Claudiopolis","IK Klaudiu Polis 21","---","Greek"
"513","PH279386","Claudiopolis","IK Klaudiu Polis 22","---","Greek"
"514","PH279387","Claudiopolis","IK Klaudiu Polis 23","---","Greek"
"515","PH279388","Claudiopolis","IK Klaudiu Polis 24","---","Greek"
"516","PH279389","Claudiopolis","IK Klaudiu Polis 25","---","Greek"
"517","PH279390","Claudiopolis","IK Klaudiu Polis 26","---","Greek"
"518","PH279391","Claudiopolis","IK Klaudiu Polis 27","---","Greek"
"519","PH279392","Claudiopolis","IK Klaudiu Polis 28","---","Greek"
"520","PH279393","Claudiopolis","IK Klaudiu Polis 29","---","Greek"
"521","PH279394","Claudiopolis","IK Klaudiu Polis 30","---","Greek"
"522","PH279395","Claudiopolis","IK Klaudiu Polis 31","---","Greek"
"523","PH279396","Claudiopolis","IK Klaudiu Polis 32","---","Greek"
"524","PH279397","Claudiopolis","IK Klaudiu Polis 33","---","Greek"
"525","PH279398","Claudiopolis","IK Klaudiu Polis 34","---","Greek"
"526","PH279399","Claudiopolis","IK Klaudiu Polis 35","---","Greek"
"527","PH279400","Claudiopolis","IK Klaudiu Polis 36","---","Latin"
"528","PH279401","Claudiopolis","IK Klaudiu Polis 37","---","Greek"
"529","PH279402","Claudiopolis","IK Klaudiu Polis 38","---","Greek"
"530","PH279403","Claudiopolis","IK Klaudiu Polis 39","---","Greek"
"531","PH279368","Claudiopolis","IK Klaudiu Polis 4","---","Greek"
"532","PH279404","Claudiopolis","IK Klaudiu Polis 40","---","Latin"
"533","PH279405","Claudiopolis","IK Klaudiu Polis 41","---","Greek"
"534","PH279406","Claudiopolis","IK Klaudiu Polis 42","---","Greek"
"535","PH279407","Claudiopolis","IK Klaudiu Polis 43","---","Greek"
"536","PH279409","Claudiopolis","IK Klaudiu Polis 45","---","Greek"
"537","PH279410","Claudiopolis","IK Klaudiu Polis 46","---","Greek"
"538","PH279369","Claudiopolis","IK Klaudiu Polis 5","---","Greek"
"539","PH279411","Claudiopolis","IK Klaudiu Polis 50","---","Greek"
"540","PH279418","Claudiopolis","IK Klaudiu Polis 57","---","Greek"
"541","PH279419","Claudiopolis","IK Klaudiu Polis 58","---","Greek"
"542","PH279370","Claudiopolis","IK Klaudiu Polis 6","---","Greek"
"543","PH279421","Claudiopolis","IK Klaudiu Polis 60","---","Greek"
"544","PH279422","Claudiopolis","IK Klaudiu Polis 61","---","Greek"
"545","PH279424","Claudiopolis","IK Klaudiu Polis 63","---","Greek"
"546","PH279425","Claudiopolis","IK Klaudiu Polis 64","---","Greek"
"547","PH279426","Claudiopolis","IK Klaudiu Polis 65","---","Greek"
"548","PH279427","Claudiopolis","IK Klaudiu Polis 66","---","Greek"
"549","PH279428","Claudiopolis","IK Klaudiu Polis 67","---","Greek"
"550","PH279429","Claudiopolis","IK Klaudiu Polis 68","---","Greek"
"551","PH279430","Claudiopolis","IK Klaudiu Polis 69","---","Greek"
"552","PH279433","Claudiopolis","IK Klaudiu Polis 72","---","Greek"
"553","PH279434","Claudiopolis","IK Klaudiu Polis 73","---","Greek"
"554","PH279435","Claudiopolis","IK Klaudiu Polis 74","---","Greek"
"555","PH279436","Claudiopolis","IK Klaudiu Polis 75","---","Greek"
"556","PH279437","Claudiopolis","IK Klaudiu Polis 76","---","Greek"
"557","PH279438","Claudiopolis","IK Klaudiu Polis 77","---","Greek"
"558","PH279439","Claudiopolis","IK Klaudiu Polis 78","---","Greek"
"559","PH279440","Claudiopolis","IK Klaudiu Polis 79","---","Greek"
"560","PH279372","Claudiopolis","IK Klaudiu Polis 8","---","Greek"
"561","PH279441","Claudiopolis","IK Klaudiu Polis 80","---","Greek"
"562","PH279442","Claudiopolis","IK Klaudiu Polis 81","---","Greek"
"563","PH279443","Claudiopolis","IK Klaudiu Polis 82","---","Greek"
"564","PH279444","Claudiopolis","IK Klaudiu Polis 83","---","Greek"
"565","PH279445","Claudiopolis","IK Klaudiu Polis 84","---","Greek"
"566","PH279446","Claudiopolis","IK Klaudiu Polis 85","---","Greek"
"567","PH279447","Claudiopolis","IK Klaudiu Polis 86","---","Greek"
"568","PH279448","Claudiopolis","IK Klaudiu Polis 87","---","Greek"
"569","PH279449","Claudiopolis","IK Klaudiu Polis 88","---","Greek"
"570","PH279450","Claudiopolis","IK Klaudiu Polis 89","---","Greek"
"571","PH279451","Claudiopolis","IK Klaudiu Polis 90","---","Greek"
"572","PH279452","Claudiopolis","IK Klaudiu Polis 91","---","Greek"
"573","PH279453","Claudiopolis","IK Klaudiu Polis 92","---","Greek"
"574","PH279454","Claudiopolis","IK Klaudiu Polis 93","---","Greek"
"575","PH279455","Claudiopolis","IK Klaudiu Polis 94","---","Greek"
"576","PH279456","Claudiopolis","IK Klaudiu Polis 95","---","Greek"
"577","PH279457","Claudiopolis","IK Klaudiu Polis 96","---","Greek"
"578","PH279458","Claudiopolis","IK Klaudiu Polis 97","---","Greek"
"579","PH279459","Claudiopolis","IK Klaudiu Polis 98","---","Greek"
"580","PH279460","Claudiopolis","IK Klaudiu Polis 99","---","Greek"
"581","PH279767","Claudiopolis","REA 42, 303, 1","---","Greek"
"582","PH279826","Claudiopolis","SEG 36: 1136, 39","---","Greek"
"583","PH279827","Claudiopolis","SEG 36: 1136, 41","---","Greek"
"584","","Creteia Flaviopolis","SEG 51: 1708bis","Roman Imperial period","Greek"
"585","","Creteia Flaviopolis","SEG 58: 1445","Roman Imperial period","Greek"
"586","","Creteia Flaviopolis","SEG 49: 1788","end of the 2nd - end of the 4th century AD","Greek"
"587","","Creteia Flaviopolis","SEG 58: 1446","after 212 AD","Greek"
"588","PH279730","Creteia Flaviopolis","GVI 302","2nd - 3rd c. AD","Greek"
"589","","Creteia Flaviopolis","AE 1994, 1630","209-210 AD","Greek"
"590","","Creteia Flaviopolis","AE 1994, 1628","1st - 2nd c. AD","Greek"
"591","HD028381","Creteia Flaviopolis","AE 1900, 0149","---","Latin"
"592","HD006523","Creteia Flaviopolis","AE 1986, 0645 (B)","---","Latin"
"593","","Creteia Flaviopolis","AE 1994, 1629","---","Greek"
"594","PH279768","Creteia Flaviopolis","SbBerlin 2, 874, 24","---","Greek"
"595","PH279835","Creteia Flaviopolis","SEG 36: 1150","---","Greek"
"596","N / A","Daskyleion","EpigrAnat 15, 46, 10","Byzantine period","Greek"
"597","N / A","Daskyleion","EpigrAnat 12, 72, 1","after 212 AD","Greek"
"598","","Daskyleion","SEG 42: 1098","70 BC","Greek"
"599","","Daskyleion","SEG 49: 1759","2nd century BC","Greek"
"600","","Daskyleion","SEG 49: 1761","2nd century AD ?","Greek"
"601","","Daskyleion","SEG 49: 1760","1st/2nd century AD","Greek"
"602","N / A","Daskyleion","EpigrAnat 12, 75-76, 4","193-330 AD","Greek"
"603","N / A","Daskyleion","EpigrAnat 15, 43-45, 7","161-180 AD","Greek"
"604","N / A","Daskyleion","EpigrAnat 12, 72-74, 2","---","Greek"
"605","N / A","Daskyleion","EpigrAnat 12, 74-75, 3","---","Greek"
"606","N / A","Daskyleion","EpigrAnat 12, 76, 5","---","Greek"
"607","N / A","Daskyleion","EpigrAnat 12, 76, 6","---","Greek"
"608","N / A","Daskyleion","EpigrAnat 15, 45, 8","---","Greek"
"609","N / A","Daskyleion","EpigrAnat 15, 46, 9","---","Greek"
"610","","Daskyleion","SEG 45: 1662","---","Greek"
"611","","Daskyleion","SEG 45: 1663","---","Greek"
"612","","Daskyleion","SEG 45: 1664","---","Greek"
"613","","Daskyleion","SEG 45: 1665","---","Greek"
"614","","Heraclea Pontica","SEG 59: 1447","Roman Imperial period","Greek"
"615","","Heraclea Pontica","SEG 59: 1448","Roman Imperial period","Greek"
"616","","Heraclea Pontica","SEG 59: 1449","Roman Imperial period","Greek"
"617","","Heraclea Pontica","SEG 59: 1450","Roman Imperial period","Greek"
"618","","Heraclea Pontica","SEG 59: 1451","Roman Imperial period","Greek"
"619","","Heraclea Pontica","SEG 59: 1452","Roman Imperial period","Greek"
"620","","Heraclea Pontica","SEG 59: 1453","Roman Imperial period","Greek"
"621","PH265219","Heraclea Pontica","IK Heraclea Pontica 17","mid. 2nd c. AD","Greek"
"622","PH265253","Heraclea Pontica","IK Heraclea Pontica 51","mid. 2nd c. AD","Greek"
"623","PH265285","Heraclea Pontica","IK Heraclea Pontica 83","mid. 2nd c. AD","Greek"
"624","PH265286","Heraclea Pontica","IK Heraclea Pontica 84","mid. 2nd c. AD","Greek"
"625","PH265287","Heraclea Pontica","IK Heraclea Pontica 85","mid. 2nd c. AD","Greek"
"626","PH265242","Heraclea Pontica","IK Heraclea Pontica 40","mid. 1st c. AD","Greek"
"627","PH265205","Heraclea Pontica","IK Heraclea Pontica 3","late 2nd c. AD","Greek"
"628","PH265252","Heraclea Pontica","IK Heraclea Pontica 50","end of the 1st c. AD","Greek"
"629","PH265261","Heraclea Pontica","IK Heraclea Pontica 58,b","Byzantine period","Greek"
"630","","Heraclea Pontica","SEG 59: 1454","AD 123","Greek"
"631","PH265265","Heraclea Pontica","IK Heraclea Pontica 61,b","AD","Greek"
"632","PH265274","Heraclea Pontica","IK Heraclea Pontica 72","98 AD","Greek"
"633","PH265272","Heraclea Pontica","IK Heraclea Pontica 70","400 BC","Greek"
"634","","Heraclea Pontica","AE 1994, 1627","383-392 AD","Latin"
"635","PH265262","Heraclea Pontica","IK Heraclea Pontica 59","383-392 AD","Latin"
"636","PH265208","Heraclea Pontica","IK Heraclea Pontica 6","383-392 AD","Gr/Lat"
"637","","Heraclea Pontica","SEG 61: 1074","2nd/3rd century AD","Greek"
"638","PH265203","Heraclea Pontica","IK Heraclea Pontica 1","2nd c. AD","Greek"
"639","PH265204","Heraclea Pontica","IK Heraclea Pontica 2","2nd c. AD","Greek"
"640","PH265229","Heraclea Pontica","IK Heraclea Pontica 27","2nd c. AD","Greek"
"641","PH265232","Heraclea Pontica","IK Heraclea Pontica 30","2nd c. AD","Greek"
"642","PH265209","Heraclea Pontica","IK Heraclea Pontica 7","2nd c. AD","Greek"
